chr1	2738719	2738758	+
chr1	3369848	3369887	+
chr1	3407946	3407985	+
chr1	3535734	3535773	-
chr1	3641134	3641173	-
chr1	3641142	3641181	+
chr1	3641221	3641260	+
chr1	5806019	5806058	-
chr1	5806027	5806066	+
chr1	6265408	6265447	-
chr1	6265418	6265457	-
chr1	6950107	6950146	-
chr1	7130623	7130662	-
chr1	7727759	7727798	+
chr1	7962981	7963020	-
chr1	8042528	8042567	+
chr1	8075224	8075263	+
chr1	11898888	11898927	+
chr1	12841809	12841848	-
chr1	13992331	13992370	+
chr1	18249515	18249554	+
chr1	18427142	18427181	-
chr1	22743240	22743279	-
chr1	22747106	22747145	+
chr1	22968678	22968717	-
chr1	23031107	23031146	+
chr1	25428080	25428119	-
chr1	25531510	25531549	-
chr1	30266028	30266067	+
chr1	30558951	30558990	-
chr1	30584475	30584514	-
chr1	30853395	30853434	-
chr1	31252597	31252636	-
chr1	31255331	31255370	+
chr1	34078644	34078683	-
chr1	34098779	34098818	+
chr1	34100604	34100643	-
chr1	35252220	35252259	+
chr1	37169469	37169508	+
chr1	37169479	37169518	+
chr1	42612695	42612734	+
chr1	42642769	42642808	+
chr1	43043753	43043792	+
chr1	45825625	45825664	+
chr1	48204436	48204475	+
chr1	48667903	48667942	+
chr1	48668002	48668041	-
chr1	48702695	48702734	-
chr1	48996573	48996612	-
chr1	49038485	49038524	+
chr1	49038495	49038534	+
chr1	49283358	49283397	-
chr1	50814538	50814577	-
chr1	53951296	53951335	+
chr1	54326726	54326765	+
chr1	54344350	54344389	+
chr1	57286872	57286911	-
chr1	57297725	57297764	+
chr1	58628813	58628852	-
chr1	64157764	64157803	+
chr1	64602937	64602976	-
chr1	64629851	64629890	-
chr1	64712187	64712226	-
chr1	64734912	64734951	+
chr1	65152595	65152634	+
chr1	65290031	65290070	-
chr1	65675123	65675162	-
chr1	65681418	65681457	+
chr1	65896961	65897000	+
chr1	66153524	66153563	-
chr1	66424701	66424740	+
chr1	66708533	66708572	-
chr1	66912266	66912305	-
chr1	67230852	67230891	+
chr1	67461908	67461947	+
chr1	68582508	68582547	+
chr1	68586017	68586056	+
chr1	68808595	68808634	-
chr1	70203439	70203478	-
chr1	70598797	70598836	+
chr1	70975953	70975992	-
chr1	71515861	71515900	-
chr1	71662550	71662589	+
chr1	75155663	75155702	-
chr1	75237787	75237826	+
chr1	75669506	75669545	+
chr1	75669561	75669600	-
chr1	76457366	76457405	-
chr1	76457374	76457413	+
chr1	76619974	76620013	+
chr1	76796861	76796900	+
chr1	77999544	77999583	-
chr1	79083378	79083417	+
chr1	79142136	79142175	-
chr1	79142214	79142253	-
chr1	79305559	79305598	+
chr1	80683221	80683260	+
chr1	80683973	80684012	+
chr1	84397525	84397564	+
chr1	86846130	86846169	+
chr1	86885137	86885176	+
chr1	96701878	96701917	+
chr1	97432283	97432322	+
chr1	98516793	98516832	-
chr1	98933850	98933889	-
chr1	99947120	99947159	-
chr1	101334096	101334135	-
chr1	101386827	101386866	+
chr1	101754142	101754181	-
chr1	101774957	101774996	+
chr1	101823101	101823140	-
chr1	101823158	101823197	+
chr1	102657467	102657506	-
chr1	104675166	104675205	-
chr1	105323286	105323325	+
chr1	106336342	106336381	-
chr1	108072338	108072377	-
chr1	108668319	108668358	-
chr1	108668338	108668377	+
chr1	109104534	109104573	-
chr1	109186332	109186371	-
chr1	110572366	110572405	+
chr1	110596617	110596656	+
chr1	110745774	110745813	+
chr1	110750541	110750580	+
chr1	110955294	110955333	-
chr1	110955302	110955341	+
chr1	111003043	111003082	-
chr1	111038784	111038823	-
chr1	111158541	111158580	-
chr1	111158560	111158599	+
chr1	111162125	111162164	+
chr1	112312342	112312381	-
chr1	112534184	112534223	-
chr1	112912407	112912446	+
chr1	112937282	112937321	+
chr1	113008910	113008949	-
chr1	113683298	113683337	+
chr1	114220678	114220717	-
chr1	114220686	114220725	+
chr1	115681681	115681720	+
chr1	116138611	116138650	-
chr1	144918139	144918178	+
chr1	144918175	144918214	+
chr1	145014635	145014674	+
chr1	145059132	145059171	-
chr1	145293462	145293501	-
chr1	145293470	145293509	+
chr1	149204434	149204473	+
chr1	151906648	151906687	+
chr1	151974360	151974399	-
chr1	152025202	152025241	+
chr1	152114620	152114659	+
chr1	152319776	152319815	-
chr1	152413509	152413548	-
chr1	152431044	152431083	-
chr1	152626666	152626705	+
chr1	152842470	152842509	+
chr1	153325081	153325120	+
chr1	154642321	154642360	+
chr1	157550158	157550197	+
chr1	157661282	157661321	-
chr1	157933583	157933622	-
chr1	157933591	157933630	+
chr1	157939718	157939757	+
chr1	158057265	158057304	-
chr1	158091603	158091642	-
chr1	158094929	158094968	-
chr1	158173782	158173821	+
chr1	159041945	159041984	-
chr1	159102254	159102293	+
chr1	159130981	159131020	+
chr1	159167933	159167972	-
chr1	159167941	159167980	+
chr1	159861488	159861527	-
chr1	159861551	159861590	-
chr1	160016641	160016680	+
chr1	160070936	160070975	+
chr1	160577066	160577105	-
chr1	160645532	160645571	+
chr1	160651472	160651511	+
chr1	160696771	160696810	+
chr1	162817811	162817850	+
chr1	162824188	162824227	-
chr1	162824196	162824235	+
chr1	163144760	163144799	-
chr1	163285748	163285787	-
chr1	163379936	163379975	+
chr1	165114219	165114258	+
chr1	165362291	165362330	+
chr1	170735034	170735073	+
chr1	170851229	170851268	-
chr1	170899070	170899109	-
chr1	170936364	170936403	+
chr1	170936366	170936405	-
chr1	170936374	170936413	+
chr1	171050542	171050581	+
chr1	171157966	171158005	-
chr1	171196080	171196119	-
chr1	171283109	171283148	-
chr1	171614224	171614263	+
chr1	171685182	171685221	-
chr1	171972061	171972100	+
chr1	172011018	172011057	+
chr1	173171674	173171713	-
chr1	173389568	173389607	-
chr1	173389643	173389682	-
chr1	173389651	173389690	+
chr1	173400494	173400533	+
chr1	175288935	175288974	-
chr1	175712879	175712918	-
chr1	176660942	176660981	-
chr1	176813029	176813068	-
chr1	176850295	176850334	-
chr1	176866650	176866689	+
chr1	176867090	176867129	+
chr1	177749412	177749451	-
chr1	177915260	177915299	-
chr1	177917669	177917708	+
chr1	178001117	178001156	+
chr1	179675645	179675684	+
chr1	179779123	179779162	-
chr1	181394164	181394203	-
chr1	181394235	181394274	-
chr1	181448456	181448495	+
chr1	181906266	181906305	-
chr1	182054212	182054251	+
chr1	182112470	182112509	+
chr1	182366022	182366061	-
chr1	185650343	185650382	-
chr1	185689955	185689994	+
chr1	186181928	186181967	-
chr1	192415153	192415192	-
chr1	192443382	192443421	+
chr1	192579413	192579452	-
chr1	195686955	195686994	-
chr1	196117692	196117731	+
chr1	196287229	196287268	+
chr1	196630227	196630266	-
chr1	197149594	197149633	+
chr1	197326253	197326292	-
chr1	197584470	197584509	+
chr1	199521274	199521313	-
chr1	200457985	200458024	-
chr1	200479423	200479462	-
chr1	203008618	203008657	+
chr1	203185491	203185530	-
chr1	203238359	203238398	-
chr1	203242359	203242398	+
chr1	203309361	203309400	+
chr1	204776232	204776271	-
chr1	204776252	204776291	-
chr1	204777368	204777407	+
chr1	204911025	204911064	-
chr1	205030868	205030907	-
chr1	205110925	205110964	-
chr1	205198713	205198752	+
chr1	207673017	207673056	-
chr1	207872348	207872387	-
chr1	207872401	207872440	-
chr1	207970840	207970879	-
chr1	208058577	208058616	+
chr1	208418747	208418786	-
chr1	208825825	208825864	+
chr1	209422179	209422218	-
chr1	209527822	209527861	-
chr1	209739575	209739614	-
chr1	209742958	209742997	+
chr1	209866418	209866457	-
chr1	210033817	210033856	+
chr1	210316992	210317031	+
chr1	210484604	210484643	-
chr1	210484674	210484713	+
chr1	210534318	210534357	+
chr1	210580731	210580770	+
chr1	210621812	210621851	+
chr1	210757877	210757916	+
chr1	211643574	211643613	+
chr1	211687479	211687518	-
chr1	213547813	213547852	+
chr1	214296626	214296665	-
chr1	214296679	214296718	-
chr1	215319765	215319804	-
chr1	215700067	215700106	-
chr1	216166145	216166184	+
