chr1	9373	11873	+
chr1	32110	34610	-
chr1	365158	367658	+
chr1	618595	621095	-
chr1	2935545	2938045	+
chr1	6301751	6304251	+
chr1	9003392	9005892	+
chr1	9060858	9063358	-
chr1	11201454	11203954	+
chr1	11915020	11917520	-
chr1	12564799	12567299	+
chr1	12773617	12776117	+
chr1	12803662	12806162	+
chr1	12832483	12834983	+
chr1	12849045	12851545	+
chr1	12881967	12884467	-
chr1	12914440	12916940	+
chr1	12936532	12939032	-
chr1	12950226	12952726	-
chr1	12973949	12976449	+
chr1	12995801	12998301	-
chr1	13357318	13359818	+
chr1	13384146	13386646	-
chr1	13418675	13421175	+
chr1	13444913	13447413	-
chr1	13471552	13474052	-
chr1	13513565	13516065	+
chr1	13604930	13607430	-
chr1	13627437	13629937	+
chr1	13639472	13641972	+
chr1	13692388	13694888	-
chr1	13713587	13716087	+
chr1	13734406	13736906	+
chr1	16066486	16068986	+
chr1	17696240	17698740	+
chr1	18079307	18081807	+
chr1	19163592	19166092	-
chr1	19748377	19750877	+
chr1	20138021	20140521	-
chr1	20244299	20246799	-
chr1	26493887	26496387	+
chr1	26514618	26517118	+
chr1	27235474	27237974	-
chr1	28158411	28160911	+
chr1	33799666	33802166	-
chr1	34640052	34642552	+
chr1	40711072	40713572	+
chr1	42616591	42619091	+
chr1	42625861	42628361	-
chr1	47008815	47011315	-
chr1	47008815	47011315	-
chr1	51565405	51567905	+
chr1	52458912	52461412	+
chr1	53901542	53904042	-
chr1	53922571	53925071	+
chr1	54470470	54472970	-
chr1	55462116	55464616	+
chr1	55839698	55842198	-
chr1	57392382	57394882	-
chr1	63702113	63704613	+
chr1	64666989	64669489	+
chr1	67260923	67263423	-
chr1	67555358	67557858	-
chr1	70382504	70385004	+
chr1	72257414	72259914	-
chr1	76382057	76384557	-
chr1	84257097	84259597	-
chr1	84861714	84864214	+
chr1	88941010	88943510	-
chr1	90450771	90453271	-
chr1	91175078	91177578	-
chr1	92292829	92295329	-
chr1	97158911	97161411	-
chr1	98451055	98453555	-
chr1	102265626	102268126	-
chr1	102335066	102337566	+
chr1	104195801	104198301	+
chr1	104227539	104230039	-
chr1	104289939	104292439	+
chr1	108504564	108507064	+
chr1	108763462	108765962	-
chr1	108915959	108918459	+
chr1	108990403	108992903	+
chr1	109397338	109399838	+
chr1	109640314	109642814	+
chr1	111020887	111023387	+
chr1	111057338	111059838	-
chr1	111820645	111823145	+
chr1	111830973	111833473	+
chr1	111924640	111927140	-
chr1	113260688	113263188	+
chr1	116376498	116378998	-
chr1	116818727	116821227	+
chr1	117783331	117785831	-
chr1	120047325	120049825	+
chr1	120374887	120377387	-
chr1	120433655	120436155	-
chr1	143764643	143767143	-
chr1	145921887	145924387	-
chr1	147372445	147374945	+
chr1	147463593	147466093	-
chr1	148803514	148806014	+
chr1	149809758	149812258	-
chr1	149821680	149824180	+
chr1	151270639	151273139	-
chr1	152054119	152056619	-
chr1	152123570	152126070	-
chr1	152480819	152483319	+
chr1	152535674	152538174	-
chr1	152549359	152551859	-
chr1	152570637	152573137	+
