chr1	2313341	2313380	-
chr1	2345985	2346024	+
chr1	6306940	6306979	+
chr1	6403651	6403690	-
chr1	6464883	6464922	-
chr1	6546689	6546728	+
chr1	6780218	6780257	+
chr1	8374519	8374558	-
chr1	8621284	8621323	+
chr1	8731535	8731574	-
chr1	8909121	8909160	-
chr1	8978312	8978351	+
chr1	9065333	9065372	-
chr1	9170980	9171019	+
chr1	9551284	9551323	-
chr1	9687235	9687274	+
chr1	9844764	9844803	-
chr1	9844772	9844811	+
chr1	9935090	9935129	+
chr1	10010538	10010577	+
chr1	10488281	10488320	-
chr1	10555272	10555311	+
chr1	10567658	10567697	+
chr1	10574648	10574687	+
chr1	11097822	11097861	+
chr1	11301924	11301963	+
chr1	12185003	12185042	+
chr1	12185059	12185098	-
chr1	12269071	12269110	-
chr1	12467657	12467696	+
chr1	12680018	12680057	-
chr1	12719151	12719190	-
chr1	12719159	12719198	+
chr1	14287048	14287087	-
chr1	14292464	14292503	+
chr1	15373189	15373228	-
chr1	15427025	15427064	-
chr1	15455184	15455223	+
chr1	15599204	15599243	-
chr1	15650204	15650243	+
chr1	16068013	16068052	-
chr1	16118683	16118722	+
chr1	16142189	16142228	+
chr1	16382740	16382779	-
chr1	16405532	16405571	+
chr1	16571046	16571085	-
chr1	16690019	16690058	-
chr1	16947676	16947715	-
chr1	17278346	17278385	+
chr1	17372748	17372787	-
chr1	17452413	17452452	+
chr1	17662757	17662796	-
chr1	17732819	17732858	-
chr1	17933504	17933543	-
chr1	17980428	17980467	+
chr1	18902239	18902278	-
chr1	19147423	19147462	-
chr1	19147433	19147472	-
chr1	19201877	19201916	-
chr1	19567905	19567944	-
chr1	19717992	19718031	+
chr1	19980270	19980309	+
chr1	19980342	19980381	-
chr1	19986480	19986519	-
chr1	20042254	20042293	-
chr1	20042262	20042301	+
chr1	20244630	20244669	-
chr1	20244663	20244702	+
chr1	20820444	20820483	-
chr1	20848986	20849025	+
chr1	20901900	20901939	+
chr1	21521827	21521866	-
chr1	21558629	21558668	+
chr1	21558639	21558678	+
chr1	21581864	21581903	+
chr1	21695142	21695181	-
chr1	21861447	21861486	-
chr1	22290610	22290649	+
chr1	22290632	22290671	-
chr1	22432300	22432339	+
chr1	23215882	23215921	-
chr1	23303081	23303120	+
chr1	23425383	23425422	+
chr1	23964076	23964115	-
chr1	24098786	24098825	+
chr1	24243460	24243499	-
chr1	24397498	24397537	+
chr1	24439196	24439235	-
chr1	24477120	24477159	+
chr1	24525930	24525969	+
chr1	24528513	24528552	+
chr1	24717928	24717967	-
chr1	24961888	24961927	-
chr1	25157349	25157388	-
chr1	25830455	25830494	+
chr1	25830465	25830504	+
chr1	25935255	25935294	+
chr1	25945709	25945748	-
chr1	25945728	25945767	+
chr1	26222058	26222097	+
chr1	26222096	26222135	+
chr1	26324781	26324820	-
chr1	26471765	26471804	-
chr1	26602190	26602229	+
chr1	26648195	26648234	-
chr1	26648203	26648242	+
chr1	26690473	26690512	-
chr1	26743684	26743723	-
chr1	26924225	26924264	+
chr1	26929023	26929062	+
chr1	27115814	27115853	-
chr1	27136693	27136732	+
chr1	27136703	27136742	+
chr1	27189378	27189417	+
chr1	27324289	27324328	+
chr1	27371189	27371228	+
chr1	27424048	27424087	-
chr1	27524583	27524622	+
