chr1	91405	91444	-
chr1	91413	91452	+
chr1	91423	91462	+
chr1	805291	805330	+
chr1	840141	840180	+
chr1	873609	873648	-
chr1	873666	873705	-
chr1	919680	919719	+
chr1	919690	919729	+
chr1	937393	937432	-
chr1	950927	950966	+
chr1	999331	999370	-
chr1	999339	999378	+
chr1	999368	999407	-
chr1	1057636	1057675	+
chr1	1225695	1225734	-
chr1	1227385	1227424	-
chr1	1677659	1677698	-
chr1	1728072	1728111	-
chr1	1728161	1728200	-
chr1	1840555	1840594	-
chr1	1875592	1875631	+
chr1	1976419	1976458	-
chr1	1978062	1978101	-
chr1	2071352	2071391	-
chr1	2071555	2071594	-
chr1	2105882	2105921	-
chr1	2126781	2126820	+
chr1	2243080	2243119	+
chr1	2243186	2243225	-
chr1	2313341	2313380	-
chr1	2345985	2346024	+
chr1	2361662	2361701	+
chr1	2479612	2479651	-
chr1	2486573	2486612	+
chr1	2703350	2703389	-
chr1	2703360	2703399	-
chr1	2738719	2738758	+
chr1	2838756	2838795	-
chr1	2929205	2929244	+
chr1	3236676	3236715	-
chr1	3333840	3333879	-
chr1	3333848	3333887	+
chr1	3341420	3341459	-
chr1	3341509	3341548	+
chr1	3347991	3348030	+
chr1	3369848	3369887	+
chr1	3370856	3370895	+
chr1	3400588	3400627	-
chr1	3407946	3407985	+
chr1	3481941	3481980	-
chr1	3481960	3481999	+
chr1	3481963	3482002	+
chr1	3531871	3531910	-
chr1	3535734	3535773	-
chr1	3537882	3537921	-
chr1	3612348	3612387	+
chr1	3641134	3641173	-
chr1	3641142	3641181	+
chr1	3641221	3641260	+
chr1	3718187	3718226	-
chr1	3827418	3827457	-
chr1	3827510	3827549	+
chr1	4712707	4712746	-
chr1	4712798	4712837	+
chr1	4838209	4838248	+
chr1	4886305	4886344	-
chr1	5346497	5346536	+
chr1	5570097	5570136	-
chr1	5570105	5570144	+
chr1	5697410	5697449	-
chr1	5697418	5697457	+
chr1	5806019	5806058	-
chr1	5806027	5806066	+
chr1	5976211	5976250	-
chr1	6035396	6035435	-
chr1	6101678	6101717	+
chr1	6113149	6113188	+
chr1	6231749	6231788	-
chr1	6246018	6246057	-
chr1	6265408	6265447	-
chr1	6265418	6265457	-
chr1	6305264	6305303	-
chr1	6306940	6306979	+
chr1	6403651	6403690	-
chr1	6408160	6408199	+
chr1	6423274	6423313	+
chr1	6457238	6457277	-
chr1	6464883	6464922	-
chr1	6474531	6474570	-
chr1	6483671	6483710	+
chr1	6498239	6498278	-
chr1	6535720	6535759	-
